seed_mof_name,seed_mof_string,seed_edge_selfies,seed_target,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_target,dreamed_mof_name,linker_hash,seed_mof_name_opt
pcu_N36_edge16721,[S][=C][C][Branch][C][Branch][S][C][FrH0][pop][C][=S][pop][C][C][FrH0][.][O][=C][Branch1][C][Fr][O][Cd][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][pcu],[S][=C][C][Branch][C][Branch][S][C][FrH0][pop][C][=S][pop][C][C][FrH0],4.677391529,[:0O_nitrile][C][C][Branch][Br][pop][Branch][C][=S][C][=N][C][Branch][FrH0][Br][:0pyridine][Branch][C][Branch][Cl][:0imidazole][:0imidazole][Ring1][:1alkyne][:0amide][Ring1][Br][Br][Br][Ring1][:0pyrimidine][:0O_nitrile][:4pyridine][Ring2][Br][:1benzenealcohol][FrH0][Ring2][:4pyridine][.][O][=C][Branch1][C][Fr][O][Cd][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][pcu],[:0O_nitrile][C][C][Branch][Br][pop][Branch][C][=S][C][=N][C][Branch][FrH0][Br][:0pyridine][Branch][C][Branch][Cl][:0imidazole][:0imidazole][Ring1][:1alkyne][:0amide][Ring1][Br][Br][Br][Ring1][:0pyrimidine][:0O_nitrile][:4pyridine][Ring2][Br][:1benzenealcohol][FrH0][Ring2][:4pyridine],N#COc1nc(C(Br)(C=[SH]C=NC(Br)[Fr])OC#N)c(Br)c([Fr])c1C(Cl)c1nc(Br)c[nH]1,1.1834983825683594,pcu_N36_e92dbda0,e92dbda0,pcu_N36_edge16721_opt
cds_N657_edge11671,[FrH0][C][=C][Branch][C][Branch][:0propyl][pop][C][=Branch][=C][=C][FrH0][pop][C][=C][Ring1][=N][pop][:0propyl][.][Fr][C][O][Co][Branch2][Ring2][#Branch1][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Ring1][S][Branch1][Branch1][O][Ring2][Ring1][Branch2][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][cds],[FrH0][C][=C][Branch][C][Branch][:0propyl][pop][C][=Branch][=C][=C][FrH0][pop][C][=C][Ring1][=N][pop][:0propyl],3.21707654,[SH2][C][C][=C][Branch][FrH0][pop][SH2][SH2][:1sulfonic_acid][SH2][FrH0][:0phosphoric_acid][:3pyrimidine][:0sulfonic_acid][Cl][:0carboxylic_acid][Cl][:2pyridine][:2imidazole][:0pyrimidine][=O][Br][=O][.][Fr][C][O][Co][Branch2][Ring2][#Branch1][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Ring1][S][Branch1][Branch1][O][Ring2][Ring1][Branch2][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][cds],[SH2][C][C][=C][Branch][FrH0][pop][SH2][SH2][:1sulfonic_acid][SH2][FrH0][:0phosphoric_acid][:3pyrimidine][:0sulfonic_acid][Cl][:0carboxylic_acid][Cl][:2pyridine][:2imidazole][:0pyrimidine][=O][Br][=O],O=S(O[Fr])[SH2][SH2]C([Fr])=CC[SH2],3.1295831203460693,cds_N657_c2fc9ed3,c2fc9ed3,cds_N657_edge11671_opt
eta_N254_edge3536,[P][C][=C][Branch][:0methyl_amine][Ring1][=C][Branch][C][Branch][P][pop][Ring1][=Branch][pop][FrH0][pop][pop][FrH0][.][Fr][C][O][Cd][Branch2][Ring2][Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][&&][eta],[P][C][=C][Branch][:0methyl_amine][Ring1][=C][Branch][C][Branch][P][pop][Ring1][=Branch][pop][FrH0][pop][pop][FrH0],3.687399149,[:0methyl_amine][C][C][Branch][FrH0][pop][SH2][:0imidazole][Ring1][:4benzenediol][Ring1][:1sulfonic_acid][:3pyrimidine][Branch][FrH0][pop][Ring2][Cl][pop][Ring1][:0O_nitrile][:0sulfonic_acid][Ring1][Br][Cl][Br][:0amide][Cl][Br][:0pyrimidine][#C][#C][:1benzenealcohol][Br][:0methyl_amine][:0amide][.][Fr][C][O][Cd][Branch2][Ring2][Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][O][Ring2][Ring1][Branch1][&&][eta],[:0methyl_amine][C][C][Branch][FrH0][pop][SH2][:0imidazole][Ring1][:4benzenediol][Ring1][:1sulfonic_acid][:3pyrimidine][Branch][FrH0][pop][Ring2][Cl][pop][Ring1][:0O_nitrile][:0sulfonic_acid][Ring1][Br][Cl][Br][:0amide][Cl][Br][:0pyrimidine][#C][#C][:1benzenealcohol][Br][:0methyl_amine][:0amide],CNc1ccc(O)cc1C#Cc1nc([SH2]C([Fr])NC)n(-c2c(OS(=O)O[Fr])cc(OOC#N)c(Br)c2Br)c1Br,2.471862316131592,eta_N254_e2c16f95,e2c16f95,eta_N254_edge3536_opt
cds_N654_edge131556,[O][C][Branch][N][C][=C][C][C][=Branch][=C][Ring1][=Branch][pop][FrH0][pop][Branch][FrH0][pop][O][.][Fr][C][C][=C][N][Branch1][Branch1][N][C][=Ring1][=Branch1][Cu][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Branch1][N][N][N][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][N][N][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][cds],[O][C][Branch][N][C][=C][C][C][=Branch][=C][Ring1][=Branch][pop][FrH0][pop][Branch][FrH0][pop][O],2.616455078,[C][:0pyrimidine][Branch][Cl][pop][Ring2][C][=Branch][=C][Branch][FrH0][pop][C][:1amide][pop][:1imidazole][pop][Ring1][C][Branch][O][pop][Branch][O][pop][FrH0][pop][.][Fr][C][C][=C][N][Branch1][Branch1][N][C][=Ring1][=Branch1][Cu][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][N][Ring1][#Branch1][Branch1][N][N][N][C][=C][C][Branch1][C][Fr][=C][Ring1][#Branch1][N][N][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][cds],[C][:0pyrimidine][Branch][Cl][pop][Ring2][C][=Branch][=C][Branch][FrH0][pop][C][:1amide][pop][:1imidazole][pop][Ring1][C][Branch][O][pop][Branch][O][pop][FrH0][pop],Cc1nc(Cl)c(C(O)(O)[Fr])c(C(=C([Fr])CC(N)=O)n2ccnc2)n1,2.2026681900024414,cds_N654_29df29ff,29df29ff,cds_N654_edge131556_opt
utk_N717_edge78453,[Cl][C][=C][Branch][C][Branch][C][Branch][N][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][Cl][pop][Branch][Cl][pop][Cl][pop][Branch][FrH0][pop][Cl][pop][Cl][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][utk],[Cl][C][=C][Branch][C][Branch][C][Branch][N][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][Cl][pop][Branch][Cl][pop][Cl][pop][Branch][FrH0][pop][Cl][pop][Cl],3.523872375,[:0imidazole][#Branch][:0methyl_amine][:0nitrile][Branch][SH2][:=0methyl_amine][SH2][FrH0][Br][SH2][pop][pop][Br][:0O_nitrile][:0O_nitrile][Ring1][:1imidazole][:0amide][SH2][Br][:0O_nitrile][Ring2][=P][:1imidazole][#N][:1sulfonic_acid][:1sulfonic_acid][:1imidazole][:0O_nitrile][:4benzenediol][:0nitrile][:0nitrile][:4benzenediol][Ring2][FrH0][:4benzenediol][:0alkene][:4pyridine][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][utk],[:0imidazole][#Branch][:0methyl_amine][:0nitrile][Branch][SH2][:=0methyl_amine][SH2][FrH0][Br][SH2][pop][pop][Br][:0O_nitrile][:0O_nitrile][Ring1][:1imidazole][:0amide][SH2][Br][:0O_nitrile][Ring2][=P][:1imidazole][#N][:1sulfonic_acid][:1sulfonic_acid][:1imidazole][:0O_nitrile][:4benzenediol][:0nitrile][:0nitrile][:4benzenediol][Ring2][FrH0][:4benzenediol][:0alkene][:4pyridine],N#COc1cc(O[Fr])c(C=O)cc1-c1cncn1OS(=O)c1ncc([SH2]Br)n1-c1ncn(NC[SH2]=NC[Fr])c1OC#N,2.903539657592773,utk_N717_160e5275,160e5275,utk_N717_edge78453_opt
pcu_N37_edge42616,[:0isocyanate][C][C][C][N][Branch][C][Branch][C][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][:0isocyanate][pop][.][Fr][C][O][Nd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Nd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring2][Ring1][=Branch2][&&][pcu],[:0isocyanate][C][C][C][N][Branch][C][Branch][C][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][:0isocyanate][pop],4.766093731,[:4benzenediol][C][=Branch][=Ring1][=Branch][Branch][:2pyrimidine][pop][:1alkyne][Branch][FrH0][:1pyrimidine][:1methyl_amine][:0sulfonic_acid][:1amide][:0amide][:2benzenediol][#N][:=0methyl_amine][C][:=0methyl_amine][:=0methyl_amine][:=0methyl_amine][:=0methyl_amine][:=0methyl_amine][:=0methyl_amine][:1pyridine][:=0methyl_amine][:0pyrimidine][:=0methyl_amine][:=0methyl_amine][:4benzenediol][:0carboxylic_acid][S][:1pyridine][:1pyridine][:3pyrimidine][FrH0][FrH0][.][Fr][C][O][Nd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Nd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring2][Ring1][=Branch2][&&][pcu],[:4benzenediol][C][=Branch][=Ring1][=Branch][Branch][:2pyrimidine][pop][:1alkyne][Branch][FrH0][:1pyrimidine][:1methyl_amine][:0sulfonic_acid][:1amide][:0amide][:2benzenediol][#N][:=0methyl_amine][C][:=0methyl_amine][:=0methyl_amine][:=0methyl_amine][:=0methyl_amine][:=0methyl_amine][:=0methyl_amine][:1pyridine][:=0methyl_amine][:0pyrimidine][:=0methyl_amine][:=0methyl_amine][:4benzenediol][:0carboxylic_acid][S][:1pyridine][:1pyridine][:3pyrimidine][FrH0][FrH0],O=C(NCOc1cc(O)cc(-c2cncnc2)c1[Fr])Nc1c(O)cc(O)cc1NC=NC=NC=NCc1cnccc1-c1nccc(NCOC(=O)c2cnccc2-c2ccnc([Fr])n2)n1,1.7282850742340088,pcu_N37_4e3592a9,4e3592a9,pcu_N37_edge42616_opt
qtz_N233_edge135061,[S][C][N][Branch][C][Branch][C][Branch][C][Branch][S][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][S][pop][S][pop][Branch][FrH0][pop][S][pop][S][pop][S][.][O][=C][Branch1][C][Fr][O][In][Branch2][Ring2][#Branch1][O][C][Branch1][C][Fr][O][In][Branch1][Ring2][O][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][&&][qtz],[S][C][N][Branch][C][Branch][C][Branch][C][Branch][S][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][S][pop][S][pop][Branch][FrH0][pop][S][pop][S][pop][S],2.755958557,[C][=C][C][=C][Branch][Ring1][C][:2pyrimidine][Ring1][C][FrH0][pop][pop][Ring1][:2pyrimidine][:2imidazole][:4benzenediol][Ring2][C][:1methyl_amine][SH2][#Branch][:1pyrimidine][FrH0][Ring1][FrH0][=Ring1][Ring1][Br][pop][pop][Ring1][Cl][FrH0][:1pyridine][:0O_nitrile][=Ring1][:0benzenealcohol][.][O][=C][Branch1][C][Fr][O][In][Branch2][Ring2][#Branch1][O][C][Branch1][C][Fr][O][In][Branch1][Ring2][O][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][&&][qtz],[C][=C][C][=C][Branch][Ring1][C][:2pyrimidine][Ring1][C][FrH0][pop][pop][Ring1][:2pyrimidine][:2imidazole][:4benzenediol][Ring2][C][:1methyl_amine][SH2][#Branch][:1pyrimidine][FrH0][Ring1][FrH0][=Ring1][Ring1][Br][pop][pop][Ring1][Cl][FrH0][:1pyridine][:0O_nitrile][=Ring1][:0benzenealcohol],C=CC#Cc1cnc(-c2cncnc2-c2cc(OC#N)c(O[Fr])c(CCNc3ccncn3)c2O)nc1C[Fr],1.6824781894683838,qtz_N233_786556ec,786556ec,qtz_N233_edge135061_opt
qtz_N156_edge76110,[FrH0][C][Branch][C][=C][Branch][C][Branch][FrH0][pop][C][:0methyl][pop][:0methyl][pop][=Ring1][->][=Branch][.][O][=C][Branch1][C][Fr][O][Dy][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][qtz],[FrH0][C][Branch][C][=C][Branch][C][Branch][FrH0][pop][C][:0methyl][pop][:0methyl][pop][=Ring1][->][=Branch],5.157598019,[:0O_nitrile][C][C][=C][C][Branch][SH2][FrH0][SH2][:1sulfonic_acid][Ring1][SH2][:1alkyne][Ring1][:1sulfonic_acid][Ring1][FrH0][pop][pop][pop][pop][SH2][SH2][:4benzenediol][=S][S][S][#C][:0sulfonic_acid][S][:4benzenealcohol][:4benzenealcohol][.][O][=C][Branch1][C][Fr][O][Dy][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][qtz],[:0O_nitrile][C][C][=C][C][Branch][SH2][FrH0][SH2][:1sulfonic_acid][Ring1][SH2][:1alkyne][Ring1][:1sulfonic_acid][Ring1][FrH0][pop][pop][pop][pop][SH2][SH2][:4benzenediol][=S][S][S][#C][:0sulfonic_acid][S][:4benzenealcohol][:4benzenealcohol],N#COC=CC([SH2][Fr])[SH2]S(=O)O[SH2]C#CS(=O)O[Fr],1.8891892433166504,qtz_N156_1e5342ae,1e5342ae,qtz_N156_edge76110_opt
bnn_N381_edge77478,[FrH0][N][C][=C][Branch][C][Branch][S][C][pop][C][Branch][FrH0][pop][C][Branch][S][C][pop][Ring1][N][pop][S][C][.][O][=C][Branch1][C][Fr][O][Yb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Yb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][=Branch2][O][C][N][C][C][N][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][N][C][C][N][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring2][#Branch2][&&][bnn],[FrH0][N][C][=C][Branch][C][Branch][S][C][pop][C][Branch][FrH0][pop][C][Branch][S][C][pop][Ring1][N][pop][S][C],4.360708237,[:0amide][Ring1][C][:=0methyl_amine][Ring1][SH2][Branch][SH2][pop][FrH0][pop][:0amide][=Ring1][:1sulfonic_acid][Ring1][FrH0][pop][:1sulfonic_acid][:1sulfonic_acid][:1sulfonic_acid][:1sulfonic_acid][:4benzenediol][:1sulfonic_acid][.][O][=C][Branch1][C][Fr][O][Yb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch2][Branch1][Ring2][O][C][Branch1][C][Fr][O][Yb][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][=Branch2][O][C][N][C][C][N][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][N][C][C][N][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring2][#Branch2][&&][bnn],[:0amide][Ring1][C][:=0methyl_amine][Ring1][SH2][Branch][SH2][pop][FrH0][pop][:0amide][=Ring1][:1sulfonic_acid][Ring1][FrH0][pop][:1sulfonic_acid][:1sulfonic_acid][:1sulfonic_acid][:1sulfonic_acid][:4benzenediol][:1sulfonic_acid],O=C(C=NC[SH2]([SH2])[Fr])NS(=O)O[Fr],4.083930015563965,bnn_N381_125ac079,125ac079,bnn_N381_edge77478_opt
bnn_N336_edge129028,[F][:0pyridine][Ring1][FrH0][pop][Ring2][C][=C][FrH0][pop][Ring1][F][pop][.][Fr][C][O][Zn][Branch1][N][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][Branch1][O][Ring2][Ring1][Ring2][Branch1][N][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=N][&&][bnn],[F][:0pyridine][Ring1][FrH0][pop][Ring2][C][=C][FrH0][pop][Ring1][F][pop],4.054069996,[:0O_nitrile][C][:1benzenediol][:0imidazole][FrH0][pop][#N][:1pyrimidine][Ring1][:2pyrimidine][:4benzenediol][Cl][:2pyrimidine][:2pyrimidine][SH2][Ring2][:0O_nitrile][:=0methyl_amine][:0benzenediol][#Branch][:0nitrile][:5benzenediol][=O][SH2][:0carboxylic_acid][=O][:1sulfonic_acid][=O][FrH0][:1methyl_amine][:1methyl_amine][N][N][:4pyridine][=O][Ring1][#N][:3imidazole][.][Fr][C][O][Zn][Branch1][N][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][C][O][C][Branch1][C][Fr][O][Zn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][Branch1][O][Ring2][Ring1][Ring2][Branch1][N][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][C][O][C][Branch1][C][Fr][O][Ring2][Ring1][=N][&&][bnn],[:0O_nitrile][C][:1benzenediol][:0imidazole][FrH0][pop][#N][:1pyrimidine][Ring1][:2pyrimidine][:4benzenediol][Cl][:2pyrimidine][:2pyrimidine][SH2][Ring2][:0O_nitrile][:=0methyl_amine][:0benzenediol][#Branch][:0nitrile][:5benzenediol][=O][SH2][:0carboxylic_acid][=O][:1sulfonic_acid][=O][FrH0][:1methyl_amine][:1methyl_amine][N][N][:4pyridine][=O][Ring1][#N][:3imidazole],N#COOc1cc(O)cc(-c2ncncc2-c2c(Cl)nc(-c3cnc(C#N)nc3[SH2]OC(=O)S(=O)O[Fr])nc2-c2ccccn2)c1[Fr],2.1054012775421143,bnn_N336_8418e5c5,8418e5c5,bnn_N336_edge129028_opt
lon_N188_edge164492,[Br][C][=C][Branch][C][C][=Branch][=C][Ring1][Branch][pop][FrH0][pop][:1alkyne][Ring1][C][FrH0][pop][.][Fr][C][=C][N][Branch1][=Branch1][C][=C][N][Ring1][=Branch1][Ag][Branch1][N][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][N][C][=C][Ring1][#Branch1][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][&&][lon],[Br][C][=C][Branch][C][C][=Branch][=C][Ring1][Branch][pop][FrH0][pop][:1alkyne][Ring1][C][FrH0][pop],2.815807104,[:0O_nitrile][C][:3pyrimidine][Ring1][C][Branch][:1alkyne][Ring1][C][FrH0][pop][pop][C][C][Branch][FrH0][pop][=C][Cl][pop][pop][.][Fr][C][=C][N][Branch1][=Branch1][C][=C][N][Ring1][=Branch1][Ag][Branch1][N][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][N][C][=C][Ring1][#Branch1][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][&&][lon],[:0O_nitrile][C][:3pyrimidine][Ring1][C][Branch][:1alkyne][Ring1][C][FrH0][pop][pop][C][C][Branch][FrH0][pop][=C][Cl][pop][pop],N#COc1ccnc(C(C#CC[Fr])CC([Fr])=CCl)n1,2.3503685,lon_N188_0c43a4af,0c43a4af,lon_N188_edge164492_opt
sxb_N105_edge15331,[:0nitrile][C][C][Branch][C][O][FrH0][pop][C][O][FrH0][pop][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring2][Ring1][=Branch2][&&][sxb],[:0nitrile][C][C][Branch][C][O][FrH0][pop][C][O][FrH0][pop],5.234008789,[:1amide][C][S][Branch][:=0methyl_amine][:0pyridine][P][SH2][:0carboxylic_acid][Ring1][:2pyrimidine][Ring2][FrH0][pop][Ring1][Cl][pop][pop][:1alkyne][Ring2][FrH0][=C][Br][:0alkene][:1benzenediol][Cl][=Ring1][->][=Ring1][:0benzenediol][Ring2][:1benzenealcohol][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring2][Ring1][=Branch2][&&][sxb],[:1amide][C][S][Branch][:=0methyl_amine][:0pyridine][P][SH2][:0carboxylic_acid][Ring1][:2pyrimidine][Ring2][FrH0][pop][Ring1][Cl][pop][pop][:1alkyne][Ring2][FrH0][=C][Br][:0alkene][:1benzenediol][Cl][=Ring1][->][=Ring1][:0benzenediol][Ring2][:1benzenealcohol],O=C(Br)N[SH]([Fr])NCP[SH2]OC(=O)c1cnc([Fr])nc1Cl,4.169223785400391,sxb_N105_2a6cee32,2a6cee32,sxb_N105_edge15331_opt
eta_N156_edge111349,[O][C][C][=C][Branch][C][=Branch][=N][N][Branch][FrH0][pop][Ring1][Branch][pop][C][Branch][O][pop][Branch][O][pop][O][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Dy][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][eta],[O][C][C][=C][Branch][C][=Branch][=N][N][Branch][FrH0][pop][Ring1][Branch][pop][C][Branch][O][pop][Branch][O][pop][O][pop][FrH0],4.159239769,[Br][C][C][O][:1pyridine][:4benzenealcohol][:0O_nitrile][:0O_nitrile][#Branch][SH2][FrH0][SH2][:1alkyne][SH2][:=0amide][=Ring1][SH2][Ring2][pop][SH2][SH2][SH2][SH2][SH2][FrH0][:1sulfonic_acid][SH2][SH2][SH2][SH2][->][SH2][:2benzenealcohol][:1pyridine][:0sulfonic_acid][#C][:1pyridine][:1pyridine][Ring2][.][O][=C][Branch1][C][Fr][O][Dy][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][eta],[Br][C][C][O][:1pyridine][:4benzenealcohol][:0O_nitrile][:0O_nitrile][#Branch][SH2][FrH0][SH2][:1alkyne][SH2][:=0amide][=Ring1][SH2][Ring2][pop][SH2][SH2][SH2][SH2][SH2][FrH0][:1sulfonic_acid][SH2][SH2][SH2][SH2][->][SH2][:2benzenealcohol][:1pyridine][:0sulfonic_acid][#C][:1pyridine][:1pyridine][Ring2],N#COc1c(OCCBr)c([SH2][SH2][Fr])nc(C#CNC(=O)[SH2])c1[SH2][Fr],2.797232151031494,eta_N156_d3653957,d3653957,eta_N156_edge111349_opt
