,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_target,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_target,dreamed_mof_name,linker_hash
37,ths_N96_edge33698,[:0methyl_amine][Ring1][S][C][Branch][C][Branch][:1methyl_amine][pop][FrH0][pop][Branch][O][C][Branch][C][C][Branch][:1methyl_amine][pop][FrH0][pop][:1methyl_amine][pop][:1methyl_amine][pop][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][ths],[:0methyl_amine][Ring1][S][C][Branch][C][Branch][:1methyl_amine][pop][FrH0][pop][Branch][O][C][Branch][C][C][Branch][:1methyl_amine][pop][FrH0][pop][:1methyl_amine][pop][:1methyl_amine][pop],1.121221808,[:0methyl_amine][Ring1][S][C][Branch][:1methyl_amine][pop][Branch][O][C][Branch][:1methyl_amine][pop][C][C][Branch][FrH0][pop][:1methyl_amine][pop][C][Branch][FrH0][pop][:1methyl_amine][pop][.][Fr][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][C][C][Branch1][N][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][ths],[:0methyl_amine][Ring1][S][C][Branch][:1methyl_amine][pop][Branch][O][C][Branch][:1methyl_amine][pop][C][C][Branch][FrH0][pop][:1methyl_amine][pop][C][Branch][FrH0][pop][:1methyl_amine][pop],NCSC(CN)(OC(CN)CC([Fr])CN)C([Fr])CN,1.119440734,ths_N96_89a0f133,89a0f133
38,ths_N579_edge149411,[:0O_nitrile][C][N][N][C][Branch][C][S][=C][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][:0O_nitrile][pop][FrH0][pop][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring1][N][&&][ths],[:0O_nitrile][C][N][N][C][Branch][C][S][=C][Branch][FrH0][pop][Ring1][=Branch][pop][Branch][:0O_nitrile][pop][FrH0][pop],0.757549055,[:0methyl][C][:2imidazole][Branch][N][SH2][FrH0][=C][Ring2][:5benzenealcohol][=Branch][:4pyridine][:1benzenediol][:0imidazole][:0benzenediol][Ring2][:0nitrile][pop][:0benzenealcohol][:1alkyne][FrH0][:1benzenediol][:0propyl][:3benzenediol][#Branch][FrH0][:3benzenediol][:0pyrimidine][:1methyl_amine][pop][pop][pop][pop][pop][:2benzenealcohol][:4pyridine][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring1][N][&&][ths],[:0methyl][C][:2imidazole][Branch][N][SH2][FrH0][=C][Ring2][:5benzenealcohol][=Branch][:4pyridine][:1benzenediol][:0imidazole][:0benzenediol][Ring2][:0nitrile][pop][:0benzenealcohol][:1alkyne][FrH0][:1benzenediol][:0propyl][:3benzenediol][#Branch][FrH0][:3benzenediol][:0pyrimidine][:1methyl_amine][pop][pop][pop][pop][pop][:2benzenealcohol][:4pyridine],CCc1cnc(Oc2cc(O)ccc2-c2c(O)c(C#N)c(C#COc3cc(O)ccc3-c3c([Fr])c(O)cc(O)c3-c3ncccn3)c(-c3ccccn3)c2O)n1N[SH2][Fr],0.920362586,ths_N579_cd8898f5,cd8898f5
39,gis_N32_edge172263,[Cl][C][=C][Branch][C][Branch][C][=C][Branch][:1alkyne][Ring1][FrH0][pop][pop][Ring1][Branch][pop][=C][FrH0][pop][Cl][.][O][=C][Branch1][C][Fr][O][Gd][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][gis],[Cl][C][=C][Branch][C][Branch][C][=C][Branch][:1alkyne][Ring1][FrH0][pop][pop][Ring1][Branch][pop][=C][FrH0][pop][Cl],0.698647001,[:0propyl][C][C][=Branch][=C][C][FrH0][pop][:2pyridine][Branch][:0methyl][pop][:0propyl][:0benzenealcohol][#Branch][FrH0][FrH0][Ring2][:2pyridine][pop][Ring2][:0propyl][pop][pop][:0methyl][:0propyl][:1benzenediol][Ring2][.][O][=C][Branch1][C][Fr][O][Gd][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][gis],[:0propyl][C][C][=Branch][=C][C][FrH0][pop][:2pyridine][Branch][:0methyl][pop][:0propyl][:0benzenealcohol][#Branch][FrH0][FrH0][Ring2][:2pyridine][pop][Ring2][:0propyl][pop][pop][:0methyl][:0propyl][:1benzenediol][Ring2],CCCC(=CC[Fr])c1c(CCC)cnc(CC)c1-c1ccc(CCC)cc1O[Fr],0.974966307,gis_N32_0a17a001,0a17a001
40,sod_N233_edge46871,[FrH0][C][Branch][C][C][=C][Branch][N][Ring1][Branch][pop][FrH0][pop][:0propyl][.][O][=C][Branch1][C][Fr][O][In][Branch2][Ring2][#Branch1][O][C][Branch1][C][Fr][O][In][Branch1][Ring2][O][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][&&][sod],[FrH0][C][Branch][C][C][=C][Branch][N][Ring1][Branch][pop][FrH0][pop][:0propyl],0.802534541,[FrH0][C][:0methyl_amine][:1imidazole][C][C][O][:4benzenediol][C][C][pop][=O][:0methyl][:0benzenediol][C][FrH0][:0amide][:1alkyne][:1methyl_amine][pop][pop][:0benzenealcohol][:3benzenediol][:5benzenealcohol][:1alkyne][:3benzenealcohol][:0propyl][:0nitrile][C][:0nitrile][:0benzene][pop][N][pop][:0methyl_amine][:0propyl][.][O][=C][Branch1][C][Fr][O][In][Branch2][Ring2][#Branch1][O][C][Branch1][C][Fr][O][In][Branch1][Ring2][O][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][&&][sod],[FrH0][C][:0methyl_amine][:1imidazole][C][C][O][:4benzenediol][C][C][pop][=O][:0methyl][:0benzenediol][C][FrH0][:0amide][:1alkyne][:1methyl_amine][pop][pop][:0benzenealcohol][:3benzenediol][:5benzenealcohol][:1alkyne][:3benzenealcohol][:0propyl][:0nitrile][C][:0nitrile][:0benzene][pop][N][pop][:0methyl_amine][:0propyl],C#Cc1c(O[Fr])c(CC)c(OC)c(OCCCNC[Fr])c1-c1cc(OCCC)cc(Oc2ccccc2)c1C#CCCC,0.96956838,sod_N233_28412090,28412090
41,unc_N158_edge16289,[FrH0][C][Branch][C][C][Branch][FrH0][pop][Ring1][Ring1][pop][:0methyl][.][Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N][&&][unc],[FrH0][C][Branch][C][C][Branch][FrH0][pop][Ring1][Ring1][pop][:0methyl],0.965912436,[:0methyl][C][C][Branch][:0methyl_amine][:0methyl_amine][C][C][Branch][N][pop][FrH0][C][:3imidazole][Ring2][C][FrH0][FrH0][.][Fr][C][C][=C][N][Branch2][Ring2][#Branch1][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][C][=Ring2][Ring1][N][&&][unc],[:0methyl][C][C][Branch][:0methyl_amine][:0methyl_amine][C][C][Branch][N][pop][FrH0][C][:3imidazole][Ring2][C][FrH0][FrH0],CCC(NCCC(N)[Fr])c1cn(C[Fr])cn1,1.032674573,unc_N158_fc309f0e,fc309f0e
42,utp_N186_edge82494,[S][C][=C][C][Branch][C][Branch][N][Branch][C][Branch][S][pop][Branch][S][pop][Ring1][=Branch][pop][FrH0][pop][S][pop][FrH0][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][utp],[S][C][=C][C][Branch][C][Branch][N][Branch][C][Branch][S][pop][Branch][S][pop][Ring1][=Branch][pop][FrH0][pop][S][pop][FrH0],0.708385338,[:0methyl][C][:1benzenealcohol][#Branch][:0benzenediol][:1alkyne][:0methyl_amine][pop][Ring2][:1amide][pop][Ring1][C][Branch][FrH0][pop][:0methyl][:0imidazole][Ring2][:1methyl_amine][pop][pop][:1amide][:0benzenealcohol][:0propyl][pop][:0methyl][FrH0][:3imidazole][:0imidazole][:3imidazole][C][C][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][utp],[:0methyl][C][:1benzenealcohol][#Branch][:0benzenediol][:1alkyne][:0methyl_amine][pop][Ring2][:1amide][pop][Ring1][C][Branch][FrH0][pop][:0methyl][:0imidazole][Ring2][:1methyl_amine][pop][pop][:1amide][:0benzenealcohol][:0propyl][pop][:0methyl][FrH0][:3imidazole][:0imidazole][:3imidazole][C][C],CCc1c(-c2cc([Fr])c(-c3nccn3CC)cc2O)ccc(O)c1-c1c(O)c(C([Fr])CC)c(C(N)=O)c(CN)c1ONC,0.998350543,utp_N186_7e99af93,7e99af93
43,lvt_N448_edge48708,[FrH0][N][C][Branch][C][Branch][C][FrH0][pop][Branch][:0methyl][pop][:1methyl_amine][Ring1][Ring1][#Branch][pop][pop][:0methyl][.][O][=C][Branch1][C][Fr][O][U][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][lvt],[FrH0][N][C][Branch][C][Branch][C][FrH0][pop][Branch][:0methyl][pop][:1methyl_amine][Ring1][Ring1][#Branch][pop][pop][:0methyl],0.775573844,[:0pyridine][:1pyridine][C][:5benzenealcohol][:0benzenealcohol][:0propyl][C][:4benzenediol][:3pyrimidine][pop][:0amide][C][O][C][FrH0][:0propyl][:1methyl_amine][O][O][:1alkyne][FrH0][FrH0][pop][:1alkyne][:3benzenediol][:0amide][:0methyl_amine][:3benzenediol][:4benzenealcohol][:0imidazole][:3pyrimidine][.][O][=C][Branch1][C][Fr][O][U][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][lvt],[:0pyridine][:1pyridine][C][:5benzenealcohol][:0benzenealcohol][:0propyl][C][:4benzenediol][:3pyrimidine][pop][:0amide][C][O][C][FrH0][:0propyl][:1methyl_amine][O][O][:1alkyne][FrH0][FrH0][pop][:1alkyne][:3benzenediol][:0amide][:0methyl_amine][:3benzenediol][:4benzenealcohol][:0imidazole][:3pyrimidine],CCCc1c(OCc2ccccn2)c(NCc2ccccc2Oc2ccncn2)c(CNOC#C[Fr])c(COC[Fr])c1-c1ccncn1,0.880977645,lvt_N448_6a5249c2,6a5249c2
44,eta_N515_edge32399,[:0benzenealcohol][Ring2][C][Branch][C][C][FrH0][pop][=C][C][O][FrH0][pop][.][Fr][C][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][eta],[:0benzenealcohol][Ring2][C][Branch][C][C][FrH0][pop][=C][C][O][FrH0][pop],0.985448624,[:0methyl][C][:5benzenediol][Branch][:0methyl][pop][Ring1][:0benzenealcohol][Ring1][:0methyl_amine][Ring1][O][FrH0][:0propyl][pop][:1benzenediol][C][:1alkyne][Ring1][FrH0][pop][pop][pop][pop][.][Fr][C][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][Ring2][O][Ring1][Branch2][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][eta],[:0methyl][C][:5benzenediol][Branch][:0methyl][pop][Ring1][:0benzenealcohol][Ring1][:0methyl_amine][Ring1][O][FrH0][:0propyl][pop][:1benzenediol][C][:1alkyne][Ring1][FrH0][pop][pop][pop][pop],CCOc1cc(O)c(CC)c(-c2c(O)cccc2NCO[Fr])c1CC#C[Fr],1.007752873,eta_N515_da852508,da852508
45,bnn_N206_edge149502,[FrH0][C][Branch][N][N][C][=Branch][=S][C][Branch][:0methyl][pop][Branch][:0methyl][pop][Ring1][=Branch][pop][FrH0][pop][:0methyl][.][Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][&&][bnn],[FrH0][C][Branch][N][N][C][=Branch][=S][C][Branch][:0methyl][pop][Branch][:0methyl][pop][Ring1][=Branch][pop][FrH0][pop][:0methyl],0.849538216,[:0methyl][C][C][Branch][:0sulfonic_acid][pop][C][Branch][FrH0][:1methyl_amine][O][O][O][C][:0methyl_amine][C][:0benzene][C][C][FrH0][O][pop][:1methyl_amine][:1methyl_amine][:0carboxylic_acid][N][pop][:1benzenealcohol][:4benzenediol][Ring1][:4benzenealcohol][:0pyrimidine][pop][:2benzenealcohol][:3pyridine][:0alkene][Ring1][O][:0imidazole][.][Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][&&][bnn],[:0methyl][C][C][Branch][:0sulfonic_acid][pop][C][Branch][FrH0][:1methyl_amine][O][O][O][C][:0methyl_amine][C][:0benzene][C][C][FrH0][O][pop][:1methyl_amine][:1methyl_amine][:0carboxylic_acid][N][pop][:1benzenealcohol][:4benzenediol][Ring1][:4benzenealcohol][:0pyrimidine][pop][:2benzenealcohol][:3pyridine][:0alkene][Ring1][O][:0imidazole],CCC(O[SH]=O)C([Fr])CNOOCNCc1ccc(CNN)cc1C[Fr],0.903142553,bnn_N206_38c0c4f4,38c0c4f4
46,bnn_N328_edge9454,[Br][C][=C][C][Branch][C][=C][Branch][C][Branch][Br][pop][Ring1][=Branch][pop][FrH0][pop][=C][C][=C][Branch][C][Branch][S][Ring1][Branch][pop][Br][pop][FrH0][.][Fr][C][=C][N][Zn][Branch2][Ring1][O][N][C][Branch1][=C][C][N][Ring1][Branch1][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][#Branch2][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch2][=C][C][Ring2][Ring1][N][N][C][Branch1][#C][C][N][Ring2][Ring1][=N][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][bnn],[Br][C][=C][C][Branch][C][=C][Branch][C][Branch][Br][pop][Ring1][=Branch][pop][FrH0][pop][=C][C][=C][Branch][C][Branch][S][Ring1][Branch][pop][Br][pop][FrH0],0.614338059,[:0propyl][C][C][:3benzenealcohol][Ring2][C][:1methyl_amine][:0propyl][FrH0][pop][pop][Ring1][:0methyl][pop][Ring1][C][:1alkyne][Ring1][C][:2benzenediol][Ring1][FrH0][pop][pop][pop][N][N][.][Fr][C][=C][N][Zn][Branch2][Ring1][O][N][C][Branch1][=C][C][N][Ring1][Branch1][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][Branch2][Ring1][#Branch1][N][C][=Branch1][#Branch2][=C][C][C][Branch1][C][Fr][=C][Ring1][#Branch1][C][Ring2][Ring1][Branch2][=C][C][Ring2][Ring1][N][N][C][Branch1][#C][C][N][Ring2][Ring1][=N][C][=C][Branch1][C][Fr][C][C][=Ring1][#Branch1][=C][C][C][Branch1][C][Fr][=C][Ring1][=C][&&][bnn],[:0propyl][C][C][:3benzenealcohol][Ring2][C][:1methyl_amine][:0propyl][FrH0][pop][pop][Ring1][:0methyl][pop][Ring1][C][:1alkyne][Ring1][C][:2benzenediol][Ring1][FrH0][pop][pop][pop][N][N],CCCCc1cc(OCCN[Fr])c(CC)c(CC#CCc2c(O)cc(O)cc2[Fr])c1N,1.030705822,bnn_N328_e36c1e65,e36c1e65
47,unc_N188_edge12369,[FrH0][C][Branch][C][pop][=C][C][=C][Branch][C][Branch][C][C][Branch][O][FrH0][pop][Branch][C][pop][C][pop][=C][Ring1][=N][pop][C][.][Fr][C][=C][N][Branch1][=Branch1][C][=C][N][Ring1][=Branch1][Ag][Branch1][N][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][N][C][=C][Ring1][#Branch1][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][&&][unc],[FrH0][C][Branch][C][pop][=C][C][=C][Branch][C][Branch][C][C][Branch][O][FrH0][pop][Branch][C][pop][C][pop][=C][Ring1][=N][pop][C],0.978599198,[:0methyl][C][N][:5benzenealcohol][=Branch][C][C][C][FrH0][C][C][:1pyridine][:0benzenealcohol][pop][:0methyl][pop][:0propyl][:1benzenealcohol][:3benzenediol][Branch][:0methyl][:2benzenediol][C][FrH0][pop][pop][pop][:1pyridine][=O][=Branch][.][Fr][C][=C][N][Branch1][=Branch1][C][=C][N][Ring1][=Branch1][Ag][Branch1][N][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][Branch1][C][Fr][N][C][=C][Ring1][#Branch1][N][C][C][Branch1][C][Fr][=N][C][=C][Ring1][#Branch1][&&][unc],[:0methyl][C][N][:5benzenealcohol][=Branch][C][C][C][FrH0][C][C][:1pyridine][:0benzenealcohol][pop][:0methyl][pop][:0propyl][:1benzenealcohol][:3benzenediol][Branch][:0methyl][:2benzenediol][C][FrH0][pop][pop][pop][:1pyridine][=O][=Branch],CCNOc1c(O)ccc(CCC[Fr])c1Cc1ccc(-c2cc(O)cc([Fr])c2CC)nc1,0.993399162,unc_N188_2510bb1a,2510bb1a
48,utp_N308_edge72905,[FrH0][C][=C][C][Branch][C][Branch][N][C][Branch][:0benzene][pop][Ring1][=Branch][pop][:0benzene][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Gd][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][utp],[FrH0][C][=C][C][Branch][C][Branch][N][C][Branch][:0benzene][pop][Ring1][=Branch][pop][:0benzene][pop][FrH0],0.721071541,[:0amide][O][N][C][C][:1methyl_amine][C][O][C][FrH0][O][C][C][:4benzenealcohol][:0methyl_amine][pop][C][:0amide][O][C][:2pyridine][:0amide][FrH0][:3pyridine][:4benzenealcohol][:4benzenediol][C][C][:1alkyne][:0propyl][:=0methyl_amine][:3benzenediol][:0propyl][pop][:0propyl][:3pyridine][:3pyrimidine][:4benzenediol][:0benzenealcohol][.][O][=C][Branch1][C][Fr][O][Gd][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][utp],[:0amide][O][N][C][C][:1methyl_amine][C][O][C][FrH0][O][C][C][:4benzenealcohol][:0methyl_amine][pop][C][:0amide][O][C][:2pyridine][:0amide][FrH0][:3pyridine][:4benzenealcohol][:4benzenediol][C][C][:1alkyne][:0propyl][:=0methyl_amine][:3benzenediol][:0propyl][pop][:0propyl][:3pyridine][:3pyrimidine][:4benzenediol][:0benzenealcohol],CCCCNC#CCCOc1c(-c2ccc(O)cc2O)cccc1-c1nccc(CC(=O)Nc2cccc(CC(=O)NNCCCNOC[Fr])c2O)c1[Fr],0.876277056,utp_N308_a9eed680,a9eed680
49,eta_N533_edge132595,[FrH0][C][Branch][C][=C][Branch][:1methyl_amine][Ring1][C][=Branch][=S][pop][Ring1][=Branch][pop][pop][FrH0][pop][P][Branch][C][pop][C][.][Fr][C][=C][C][Branch1][C][Fr][O][Fe][Branch1][=C][O][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][O][Ring1][Branch2][Branch1][=C][O][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][O][Ring1][#C][O][Ring2][Ring1][Branch1][&&][eta],[FrH0][C][Branch][C][=C][Branch][:1methyl_amine][Ring1][C][=Branch][=S][pop][Ring1][=Branch][pop][pop][FrH0][pop][P][Branch][C][pop][C],0.887444967,[:0propyl][C][:1imidazole][Branch][C][pop][C][pop][Ring2][:4benzenediol][Ring1][:0methyl_amine][Ring1][FrH0][pop][pop][Ring1][C][Branch][C][pop][pop][Ring1][FrH0][pop][:0methyl][:0methyl][pop][pop][Ring1][:1alkyne][pop][pop][:0benzenealcohol][.][Fr][C][=C][C][Branch1][C][Fr][O][Fe][Branch1][=C][O][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][O][Ring1][Branch2][Branch1][=C][O][C][Branch1][C][Fr][=C][C][Branch1][C][Fr][O][Ring1][#C][O][Ring2][Ring1][Branch1][&&][eta],[:0propyl][C][:1imidazole][Branch][C][pop][C][pop][Ring2][:4benzenediol][Ring1][:0methyl_amine][Ring1][FrH0][pop][pop][Ring1][C][Branch][C][pop][pop][Ring1][FrH0][pop][:0methyl][:0methyl][pop][pop][Ring1][:1alkyne][pop][pop][:0benzenealcohol],CCCn1cc(-c2cc(CC)c(O[Fr])c(CC)c2ONC[Fr])nc1C,1.054874556,eta_N533_b4f455be,b4f455be
50,pcu_N167_edge34446,[:0isocyanate][C][C][=C][Branch][C][Branch][C][Branch][N][Branch][C][Branch][:0isocyanate][pop][FrH0][pop][:0isocyanate][pop][:0isocyanate][pop][Ring1][Ring1][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Co][Branch2][Ring2][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][=O][&&][pcu],[:0isocyanate][C][C][=C][Branch][C][Branch][C][Branch][N][Branch][C][Branch][:0isocyanate][pop][FrH0][pop][:0isocyanate][pop][:0isocyanate][pop][Ring1][Ring1][pop][FrH0][pop],0.880599034,[:0propyl][C][C][Branch][FrH0][pop][C][C][Branch][:0methyl_amine][pop][:0amide][:0propyl][:0methyl_amine][Ring1][FrH0][pop][pop][pop][:4benzenediol][:3imidazole][.][O][=C][Branch1][C][Fr][O][Co][Branch2][Ring2][Ring2][O][C][Branch1][C][Fr][O][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][=O][&&][pcu],[:0propyl][C][C][Branch][FrH0][pop][C][C][Branch][:0methyl_amine][pop][:0amide][:0propyl][:0methyl_amine][Ring1][FrH0][pop][pop][pop][:4benzenediol][:3imidazole],CCCC([Fr])CC(NC)NC(=O)NC[Fr],1.032305819,pcu_N167_424e643f,424e643f
51,ths_N60_edge187989,[FrH0][C][O][C][=C][Branch][C][=C][Branch][FrH0][pop][C][Branch][C][pop][C][Branch][C][Branch][C][pop][Ring1][Ring2][pop][Branch][C][pop][Ring1][O][pop][C][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring1][=Branch2][&&][ths],[FrH0][C][O][C][=C][Branch][C][=C][Branch][FrH0][pop][C][Branch][C][pop][C][Branch][C][Branch][C][pop][Ring1][Ring2][pop][Branch][C][pop][Ring1][O][pop][C],0.909314607,[:0methyl][:0methyl][C][Branch][C][C][Branch][C][pop][C][:0imidazole][:0methyl_amine][pop][:=0methyl_amine][:=1methyl_amine][#N][Branch][FrH0][pop][:1methyl_amine][:1alkyne][C][:1methyl_amine][:5benzenediol][:1methyl_amine][:1methyl_amine][N][:0methyl_amine][:0methyl_amine][C][FrH0][:1benzenediol][pop][pop][pop][:1methyl_amine][.][O][=C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][O][C][Branch1][C][Fr][O][Ring1][=Branch2][&&][ths],[:0methyl][:0methyl][C][Branch][C][C][Branch][C][pop][C][:0imidazole][:0methyl_amine][pop][:=0methyl_amine][:=1methyl_amine][#N][Branch][FrH0][pop][:1methyl_amine][:1alkyne][C][:1methyl_amine][:5benzenediol][:1methyl_amine][:1methyl_amine][N][:0methyl_amine][:0methyl_amine][C][FrH0][:1benzenediol][pop][pop][pop][:1methyl_amine],CCC(CN)CC(C)Cc1nc(CCNCNNNCC[Fr])c(CN[Fr])[nH]1,1.03591927,ths_N60_389f4aaa,389f4aaa
