,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets,dreamed_mof_name
912,lvt_N55_edge193047,[FrH0][C][Branch][:1alkyne][pop][=C][C][=C][Branch][C][Branch][:1alkyne][Ring1][FrH0][pop][pop][=C][Ring1][#Branch][pop][:1alkyne][.][Fr][N][C][=C][N][Branch1][Ring2][C][Ring1][Branch1][Cd][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][lvt],[FrH0][C][Branch][:1alkyne][pop][=C][C][=C][Branch][C][Branch][:1alkyne][Ring1][FrH0][pop][pop][=C][Ring1][#Branch][pop][:1alkyne],C#CC([Fr])=CC1=C(C#C)C(C#C[Fr])=C1,"[-5.5620337, 0.4733869]",[:0propyl][C][:0benzenediol][#Branch][FrH0][pop][Branch][:0benzenediol][=C][C][=C][Branch][:1alkyne][Ring1][FrH0][pop][pop][:0benzenediol][:0pyrimidine][:0benzenealcohol][Branch][=P][pop][:2pyrimidine][:2pyrimidine][pop][:1pyrimidine][Ring2][pop][:2pyrimidine][:3pyrimidine][:3pyrimidine][pop][.][Fr][N][C][=C][N][Branch1][Ring2][C][Ring1][Branch1][Cd][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][&&][lvt],[:0propyl][C][:0benzenediol][#Branch][FrH0][pop][Branch][:0benzenediol][=C][C][=C][Branch][:1alkyne][Ring1][FrH0][pop][pop][:0benzenediol][:0pyrimidine][:0benzenealcohol][Branch][=P][pop][:2pyrimidine][:2pyrimidine][pop][:1pyrimidine][Ring2][pop][:2pyrimidine][:3pyrimidine][:3pyrimidine][pop],CCCc1c(O[Fr])ccc(-c2c(O)cc(C=C(C#C[Fr])c3c(O)cccc3Oc3c(-c4ccncn4)cc(P)c(-c4cncnc4)c3O)cc2O)c1O,"[-10.3581238239, 0.807045572969148]",lvt_N55_C#CC([Fr])=CC1=C(C#C)C(C#C[Fr])=C1
913,sra_N50_edge84933,[O][S][Branch][C][N][N][Branch][C][=N][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][Branch][O][pop][O][.][Fr][C][=C][C][=C][Branch2][Ring2][O][O][Al][Branch1][=N][O][C][C][=C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][Branch1][=N][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][S][&&][sra],[O][S][Branch][C][N][N][Branch][C][=N][N][Branch][FrH0][pop][Ring1][=Branch][pop][FrH0][pop][Branch][O][pop][O],OS(O)(O)C1NN([Fr])C=NN1[Fr],"[-6.721854, 0.59518784]",[:0propyl][FrH0][:1benzenediol][#Branch][:5benzenediol][#Branch][#N][:0benzenediol][Ring1][FrH0][pop][pop][pop][Ring2][:0benzenealcohol][Ring1][:4benzenealcohol][pop][Ring1][:0benzenediol][Ring1][FrH0][pop][Ring1][:0methyl][pop][Ring1][:2imidazole][Ring2][:0pyrimidine][Ring1][:0pyrimidine][Ring1][N][:0methyl_amine][Ring1][N][pop][pop][.][Fr][C][=C][C][=C][Branch2][Ring2][O][O][Al][Branch1][=N][O][C][C][=C][C][Branch1][C][Fr][=C][C][=Ring1][#Branch1][Branch1][=N][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][S][&&][sra],[:0propyl][FrH0][:1benzenediol][#Branch][:5benzenediol][#Branch][#N][:0benzenediol][Ring1][FrH0][pop][pop][pop][Ring2][:0benzenealcohol][Ring1][:4benzenealcohol][pop][Ring1][:0benzenediol][Ring1][FrH0][pop][Ring1][:0methyl][pop][Ring1][:2imidazole][Ring2][:0pyrimidine][Ring1][:0pyrimidine][Ring1][N][:0methyl_amine][Ring1][N][pop][pop],CCCOc1c(-c2c(O)ccc(-c3c(O)cc(-c4cnc(-c5nccc(-c6nccc(NNCN)n6)n5)[nH]4)c(CC)c3O[Fr])c2-c2ccccc2O)ccc(O)c1Oc1cc(O)ccc1Nc1c(O)cccc1O[Fr],"[-7.0593536313, 0.6415499150038906]",sra_N50_OS(O)(O)C1NN([Fr])C=NN1[Fr]
914,neb_N238_edge170919,[:0alkene][C][C][Branch][C][=C][C][Branch][C][Ring1][Ring2][pop][=C][C][FrH0][pop][=C][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][neb],[:0alkene][C][C][Branch][C][=C][C][Branch][C][Ring1][Ring2][pop][=C][C][FrH0][pop][=C][FrH0][pop],O=CC(=C[Fr])C1=CC(=CC[Fr])C1,"[-4.8628936, 0.3074158]",[FrH0][:0sulfonic_acid][S][Branch][C][=S][:0benzenediol][Branch][:0benzenediol][:0propyl][Ring2][pop][=C][:0benzenediol][FrH0][pop][:1imidazole][FrH0][pop][:3pyrimidine][=P][Ring2][=P][:1imidazole][:0benzenediol][Ring2][:2pyrimidine][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][neb],[FrH0][:0sulfonic_acid][S][Branch][C][=S][:0benzenediol][Branch][:0benzenediol][:0propyl][Ring2][pop][=C][:0benzenediol][FrH0][pop][:1imidazole][FrH0][pop][:3pyrimidine][=P][Ring2][=P][:1imidazole][:0benzenediol][Ring2][:2pyrimidine],O=S(C=[SH]c1c(O)cc(-c2c(O)ccc(-c3c(O)cc(Pc4c(O)ccc(-c5cncnc5)c4O)c([Fr])c3O)c2O)cc1O)O[Fr],"[-11.8252684439, 1.2082119594787588]",neb_N238_O=CC(=C[Fr])C1=CC(=CC[Fr])C1
915,sod_N161_edge189278,[Cl][:0benzene][Ring2][FrH0][pop][Ring2][C][Branch][C][Branch][C][Ring1][#Branch][pop][Branch][Cl][pop][Cl][pop][FrH0][pop][Ring1][Cl][pop][.][Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][sod],[Cl][:0benzene][Ring2][FrH0][pop][Ring2][C][Branch][C][Branch][C][Ring1][#Branch][pop][Branch][Cl][pop][Cl][pop][FrH0][pop][Ring1][Cl][pop],Clc1cc([Fr])c2c(c1Cl)C([Fr])C(Cl)(Cl)C2,"[-8.712681, 0.97338444]",[:4benzenealcohol][:0amide][:0amide][:0benzenediol][:0benzenediol][:0benzenediol][Cl][:1pyrimidine][:=1methyl_amine][:0methyl_amine][FrH0][FrH0][Ring1][Ring1][:3benzenediol][:3benzenediol][:2pyridine][:1imidazole][Ring2][pop][pop][:0benzenealcohol][:2imidazole][:1carboxylic_acid][S][S][N][:=0methyl_amine][:=0methyl_amine][=S][Branch][#N][:0methyl][:0methyl][:1amide][:=0amide][:=0amide][:1pyridine][FrH0][.][Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][sod],[:4benzenealcohol][:0amide][:0amide][:0benzenediol][:0benzenediol][:0benzenediol][Cl][:1pyrimidine][:=1methyl_amine][:0methyl_amine][FrH0][FrH0][Ring1][Ring1][:3benzenediol][:3benzenediol][:2pyridine][:1imidazole][Ring2][pop][pop][:0benzenealcohol][:2imidazole][:1carboxylic_acid][S][S][N][:=0methyl_amine][:=0methyl_amine][=S][Branch][#N][:0methyl][:0methyl][:1amide][:=0amide][:=0amide][:1pyridine][FrH0],CCNS(=CN=NSSc1nc[nH]c1Oc1c(-c2ccncc2)cc(CN[Fr])c(OCl)c1C(=O)Nc1ccccc1O)C(=O)N=NC(=O)[Fr],"[-8.6752807466, 0.7406256065804179]",sod_N161_Clc1cc([Fr])c2c(c1Cl)C([Fr])C(Cl)(Cl)C2
916,sxb_N151_edge162473,[FrH0][C][=N][N][Branch][C][=C][C][C][Branch][:0benzene][pop][Ring1][#Branch][Ring1][Ring2][pop][FrH0][.][Fr][C][C][=C][N][Zn][Branch2][Ring1][O][N][C][=Branch1][#Branch2][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][Branch1][C][Fr][=C][C][N][Ring1][#C][Ring1][#Branch1][Branch2][Ring1][=Branch1][N][C][Branch1][#Branch2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][C][=Ring2][Ring1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][N][Ring2][Ring1][P][C][=C][C][Branch1][C][Fr][C][=Ring1][#Branch1][&&][sxb],[FrH0][C][=N][N][Branch][C][=C][C][C][Branch][:0benzene][pop][Ring1][#Branch][Ring1][Ring2][pop][FrH0],[Fr]C1=NN([Fr])C2=CCC21c1ccccc1,"[-10.3861265, 1.021458]",[:0propyl][C][:5benzenediol][=P][Cl][pop][Ring1][FrH0][pop][Ring2][:1imidazole][Branch][S][=P][pop][Ring2][:0propyl][pop][Ring1][:0propyl][pop][pop][Ring1][FrH0][pop][pop][.][Fr][C][C][=C][N][Zn][Branch2][Ring1][O][N][C][=Branch1][#Branch2][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][C][Branch1][C][Fr][=C][C][N][Ring1][#C][Ring1][#Branch1][Branch2][Ring1][=Branch1][N][C][Branch1][#Branch2][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][Branch2][C][=Ring2][Ring1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][N][Ring2][Ring1][P][C][=C][C][Branch1][C][Fr][C][=Ring1][#Branch1][&&][sxb],[:0propyl][C][:5benzenediol][=P][Cl][pop][Ring1][FrH0][pop][Ring2][:1imidazole][Branch][S][=P][pop][Ring2][:0propyl][pop][Ring1][:0propyl][pop][pop][Ring1][FrH0][pop][pop],CCCOc1c(Cl)c(O[Fr])cc(-n2c([SH]=P)nc(CCC)c2CCC)c1[Fr],"[-16.0378549327, 1.6310257934673658]",sxb_N151_[Fr]C1=NN([Fr])C2=CCC21c1ccccc1
917,bcu_N348_edge214508,[Cl][C][=C][Branch][C][=C][Branch][FrH0][pop][Ring1][Ring2][pop][:0benzene][Ring1][Cl][pop][Ring2][FrH0][pop][Ring1][Cl][pop][Ring1][Cl][pop][.][Fr][C][O][Fe][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch2][=Branch1][Branch1][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Fe][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][C][O][Ring2][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring2][Branch1][&&][bcu],[Cl][C][=C][Branch][C][=C][Branch][FrH0][pop][Ring1][Ring2][pop][:0benzene][Ring1][Cl][pop][Ring2][FrH0][pop][Ring1][Cl][pop][Ring1][Cl][pop],ClC1=C(c2c(Cl)cc([Fr])c(Cl)c2Cl)C=C1[Fr],"[-21.46683, 2.3495874]",[=S][:0benzene][=S][=S][Branch][=S][C][=S][=S][:2pyrimidine][#N][Branch][Cl][:0methyl][S][C][C][Branch][Cl][=S][->][FrH0][FrH0][S][:1amide][#Branch][S][#N][S][Branch][Branch][=S][=S][=S][:0methyl][FrH0][FrH0][:=1methyl_amine][Cl][.][Fr][C][O][Fe][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch1][Branch2][=Branch1][Branch1][O][C][Branch1][C][Fr][O][Fe][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch2][Ring2][=N][O][Fe][Branch1][Branch1][O][Ring2][Ring1][Ring1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring2][O][Ring2][Ring2][C][O][Ring2][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring2][Branch1][&&][bcu],[=S][:0benzene][=S][=S][Branch][=S][C][=S][=S][:2pyrimidine][#N][Branch][Cl][:0methyl][S][C][C][Branch][Cl][=S][->][FrH0][FrH0][S][:1amide][#Branch][S][#N][S][Branch][Branch][=S][=S][=S][:0methyl][FrH0][FrH0][:=1methyl_amine][Cl],CC[SH]=S=[SH]S([Fr])(SC=S=[SH]c1c(Cl)nc(SCC(Cl)=[SH][Fr])nc1SC(=O)NS#N)c1c(S)cccc1Cl,"[-42.5935789776, 4.85327135028605]",bcu_N348_ClC1=C(c2c(Cl)cc([Fr])c(Cl)c2Cl)C=C1[Fr]
918,lon_N115_edge194356,[Cl][C][Branch][C][=Branch][=C][C][=C][C][=Branch][=C][C][C][Ring1][N][Ring1][=Branch][pop][FrH0][pop][FrH0][pop][Cl][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C][&&][lon],[Cl][C][Branch][C][=Branch][=C][C][=C][C][=Branch][=C][C][C][Ring1][N][Ring1][=Branch][pop][FrH0][pop][FrH0][pop][Cl],ClC1(Cl)C([Fr])=CC2=CC([Fr])=CCC21,"[-8.702972, 0.7864366]",[:0methyl][:1amide][:0benzenediol][Cl][Cl][Cl][:0benzenediol][Ring2][Cl][pop][:0benzenediol][FrH0][pop][:0pyrimidine][pop][:0pyrimidine][FrH0][:5benzenealcohol][pop][:0benzenediol][S][S][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C][&&][lon],[:0methyl][:1amide][:0benzenediol][Cl][Cl][Cl][:0benzenediol][Ring2][Cl][pop][:0benzenediol][FrH0][pop][:0pyrimidine][pop][:0pyrimidine][FrH0][:5benzenealcohol][pop][:0benzenediol][S][S],CCc1c(O)cc(S)c(-c2c(O[Fr])cc([Fr])c(Cl)c2O)c1OCl,"[-12.766178939, 1.2112616682157316]",lon_N115_ClC1(Cl)C([Fr])=CC2=CC([Fr])=CCC21
919,cds_N680_edge200748,[S][C][=C][C][Branch][S][C][Branch][FrH0][pop][Ring1][Branch][pop][=C][S][C][=Branch][=C][Branch][C][Branch][S][pop][Ring1][Branch][pop][S][pop][FrH0][.][Fr][N][C][N][Branch1][Branch1][N][=C][Ring1][Branch1][Cd][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][&&][cds],[S][C][=C][C][Branch][S][C][Branch][FrH0][pop][Ring1][Branch][pop][=C][S][C][=Branch][=C][Branch][C][Branch][S][pop][Ring1][Branch][pop][S][pop][FrH0],SC1=CC(=C2SC([Fr])=C(S)C2S)SC1[Fr],"[-7.1208353, 0.75888115]",[:0methyl][C][:1benzenediol][=Branch][S][pop][Branch][Cl][Branch][FrH0][pop][S][:0benzenediol][#Branch][FrH0][pop][Ring2][:3pyrimidine][pop][:0phosphoric_acid][:0methyl][pop][pop][:0benzenediol][pop][pop][pop][:2imidazole][.][Fr][N][C][N][Branch1][Branch1][N][=C][Ring1][Branch1][Cd][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][N][C][N][Branch1][C][Fr][C][=N][Ring1][=Branch1][&&][cds],[:0methyl][C][:1benzenediol][=Branch][S][pop][Branch][Cl][Branch][FrH0][pop][S][:0benzenediol][#Branch][FrH0][pop][Ring2][:3pyrimidine][pop][:0phosphoric_acid][:0methyl][pop][pop][:0benzenediol][pop][pop][pop][:2imidazole],CCOc1c(Cl)c(-c2c(O[Fr])ccc(CC)c2Oc2ccncn2)cc(OS)c1[Fr],"[-16.6829119692, 1.4229373508185346]",cds_N680_SC1=CC(=C2SC([Fr])=C(S)C2S)SC1[Fr]
920,cds_N551_edge85739,[:0methyl_amine][Ring1][N][C][=C][Branch][C][N][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][:1methyl_amine][pop][FrH0][pop][.][ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][cds],[:0methyl_amine][Ring1][N][C][=C][Branch][C][N][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][:1methyl_amine][pop][FrH0][pop],NCN1C=C([Fr])CN(CN)N1[Fr],"[-5.875584, 0.47729388]",[:0methyl][C][:0amide][Ring1][:0benzenediol][#Branch][FrH0][pop][Ring2][:1methyl_amine][Ring1][FrH0][pop][pop][Ring1][:0sulfonic_acid][Ring1][:0amide][pop][pop][Ring1][:0methyl][pop][Ring1][:0methyl][pop][pop][pop][.][ClH0][Cu][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][cds],[:0methyl][C][:0amide][Ring1][:0benzenediol][#Branch][FrH0][pop][Ring2][:1methyl_amine][Ring1][FrH0][pop][pop][Ring1][:0sulfonic_acid][Ring1][:0amide][pop][pop][Ring1][:0methyl][pop][Ring1][:0methyl][pop][pop][pop],CCNC(=O)c1c(O[Fr])c(CC)c(CC)c(OS(=O)NC=O)c1OCN[Fr],"[-12.3780249079, 1.1668538620196478]",cds_N551_NCN1C=C([Fr])CN(CN)N1[Fr]
921,neb_N238_edge143959,[FrH0][:1alkyne][Ring1][C][N][=C][C][=Branch][=N][Ring1][Branch][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][neb],[FrH0][:1alkyne][Ring1][C][N][=C][C][=Branch][=N][Ring1][Branch][pop][FrH0][pop],[Fr]C#CC1N=CC([Fr])=N1,"[-4.600775, 0.27964637]",[:0propyl][C][:3pyrimidine][:0benzenediol][FrH0][pop][Ring1][FrH0][pop][Ring1][P][=P][pop][pop][.][O][=C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][neb],[:0propyl][C][:3pyrimidine][:0benzenediol][FrH0][pop][Ring1][FrH0][pop][Ring1][P][=P][pop][pop],CCCc1nc([Fr])nc([Fr])c1P=P,"[-7.6845286846, 0.7644550435261397]",neb_N238_[Fr]C#CC1N=CC([Fr])=N1
922,ana_N492_edge203128,[S][=C][C][=C][Branch][C][=C][Branch][FrH0][pop][Ring1][Ring2][pop][C][=C][C][Branch][C][Branch][S][Ring1][Branch][pop][FrH0][pop][=C][S][.][O][=C][Branch1][C][Fr][O][Be][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][ana],[S][=C][C][=C][Branch][C][=C][Branch][FrH0][pop][Ring1][Ring2][pop][C][=C][C][Branch][C][Branch][S][Ring1][Branch][pop][FrH0][pop][=C][S],S=CC1=C(C2=CC(=CS)C([Fr])S2)C=C1[Fr],"[-6.9047637, 0.52252966]",[:0sulfonic_acid][:2benzenediol][:0imidazole][:0imidazole][:3pyrimidine][:0benzenediol][Cl][Cl][=Ring2][Cl][:1sulfonic_acid][FrH0][FrH0][FrH0][:2imidazole][:0benzenediol][:3pyrimidine][:=1methyl_amine][:5benzenediol][:1imidazole][:0benzenediol][:3pyrimidine][:0benzenediol][:3pyrimidine][:0benzenediol][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:0benzenediol][=Ring2][:0benzenediol][:3pyrimidine][:3pyrimidine][:3pyrimidine][FrH0][:2imidazole][=Ring2][.][O][=C][Branch1][C][Fr][O][Be][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][ana],[:0sulfonic_acid][:2benzenediol][:0imidazole][:0imidazole][:3pyrimidine][:0benzenediol][Cl][Cl][=Ring2][Cl][:1sulfonic_acid][FrH0][FrH0][FrH0][:2imidazole][:0benzenediol][:3pyrimidine][:=1methyl_amine][:5benzenediol][:1imidazole][:0benzenediol][:3pyrimidine][:0benzenediol][:3pyrimidine][:0benzenediol][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:0benzenediol][=Ring2][:0benzenediol][:3pyrimidine][:3pyrimidine][:3pyrimidine][FrH0][:2imidazole][=Ring2],O=[SH]Oc1ncc(-c2c(O)cccc2OCNn2cncc2-c2ccnc(-c3ccnc(-c4ccnc(-c5ccnc(-c6c(O)cccc6Oc6c(O)cccc6Oc6ccnc([Fr])n6)n5)n4)n3)n2)n1-c1nc(Cl)ncc1[Fr],"[-21.6018447959, 2.0022922513962915]",ana_N492_S=CC1=C(C2=CC(=CS)C([Fr])S2)C=C1[Fr]
923,utk_N713_edge162808,[FrH0][C][=C][Branch][:0benzenealcohol][#Branch][Ring1][O][pop][Branch][FrH0][pop][Ring2][:0methyl][pop][pop][:0methyl][.][Fr][C][=C][N][Branch1][=Branch1][C][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][utk],[FrH0][C][=C][Branch][:0benzenealcohol][#Branch][Ring1][O][pop][Branch][FrH0][pop][Ring2][:0methyl][pop][pop][:0methyl],CCc1c([Fr])oc2c(CC)cc([Fr])cc12,"[-8.890552, 0.8252523]",[FrH0][S][S][Branch][S][=S][:1imidazole][:0propyl][:1methyl_amine][Branch][FrH0][:0propyl][Ring2][:0propyl][:0propyl][=P][=P][:0benzenediol][:1pyrimidine][Ring2][:0benzenediol][=P][:3benzenealcohol][=P][:3pyrimidine][.][Fr][C][=C][N][Branch1][=Branch1][C][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][utk],[FrH0][S][S][Branch][S][=S][:1imidazole][:0propyl][:1methyl_amine][Branch][FrH0][:0propyl][Ring2][:0propyl][:0propyl][=P][=P][:0benzenediol][:1pyrimidine][Ring2][:0benzenediol][=P][:3benzenealcohol][=P][:3pyrimidine],CCCc1nc(Pc2c(O)ccc(Pc3ccncn3)c2O)c(CN[Fr])n1[SH]=[SH]SS[Fr],"[-12.3600341715, 1.1731819507852823]",utk_N713_CCc1c([Fr])oc2c(CC)cc([Fr])cc12
